wikidata_id,common_name,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,max_speed_mph,conservation_status,pageviews_30d,image_url,image_file_page,image_license,image_attribution
Q125253432,Cacajao ucayalii,Cacajao ucayalii,Ucayali bald-headed uakari,https://en.wikipedia.org/wiki/Ucayali_bald-headed_uakari,,,,,,Vulnerable,112,https://upload.wikimedia.org/wikipedia/commons/6/6c/Cacajao_calvus_ucayalii.jpg,https://commons.wikimedia.org/wiki/File%3ACacajao_calvus_ucayalii.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/nomadphoto/"">Kevin O'Connel</a> / CC BY 2.0"
Q181565,Falanouc,Eupleres goudotii,Eastern falanouc,https://en.wikipedia.org/wiki/Eastern_falanouc,,,,,,Vulnerable,533,https://upload.wikimedia.org/wikipedia/commons/a/a3/Falanouc.jpg,https://commons.wikimedia.org/wiki/File%3AFalanouc.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mariomassone&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mariomassone (page does not exist)"">Mariomassone</a> / CC BY-SA 3.0"
Q331850,short-eared dog,Atelocynus microtis,Short-eared dog,https://en.wikipedia.org/wiki/Short-eared_dog,,,,,,Near Threatened,2898,https://upload.wikimedia.org/wikipedia/commons/8/8d/Atelocynus_microtis_en_Amazonie_p%C3%A9ruvienne.jpg,https://commons.wikimedia.org/wiki/File%3AAtelocynus_microtis_en_Amazonie_p%C3%A9ruvienne.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Igor_de_le_Vingne&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Igor de le Vingne (page does not exist)"">Igor de le Vingne</a> / CC BY-SA 4.0"
Q58697,Sus scrofa,Sus scrofa,Wild boar,https://en.wikipedia.org/wiki/Wild_boar,,,121.0,,,Least Concern,49549,https://upload.wikimedia.org/wikipedia/commons/d/d2/Wildschwein%2C_N%C3%A4he_Pulverstampftor_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3AWildschwein%2C_N%C3%A4he_Pulverstampftor_%28cropped%29.jpg,CC BY-SA 3.0 at,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Valelantin&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Valelantin (page does not exist)"">Valentin Panzirsch</a> / CC BY-SA 3.0 at"
Q1763926,Tondano Rat,Taeromys taerae,Tondano rat,https://en.wikipedia.org/wiki/Tondano_rat,,,,,,Least Concern,33,https://upload.wikimedia.org/wikipedia/commons/3/39/Zyzomys_pedunculatus.jpg,https://commons.wikimedia.org/wiki/File%3AZyzomys_pedunculatus.jpg,CC BY-SA 2.0,Michael Barritt &amp; Karen May / CC BY-SA 2.0
Q576412,large-eared slit-faced bat,Nycteris macrotis,Large-eared slit-faced bat,https://en.wikipedia.org/wiki/Large-eared_slit-faced_bat,,,,,,Least Concern,47,https://upload.wikimedia.org/wikipedia/commons/3/3e/Nycteris_macrotis.jpg,https://commons.wikimedia.org/wiki/File%3ANycteris_macrotis.jpg,Public domain,"Dobson, George Edward (1848-1895) / Public domain"
Q34270937,Cebus cuscinus,Cebus cuscinus,Shock-headed capuchin,https://en.wikipedia.org/wiki/Shock-headed_capuchin,,,,,,Near Threatened,197,https://upload.wikimedia.org/wikipedia/commons/5/5e/Cebus_cuscinus.jpg,https://commons.wikimedia.org/wiki/File%3ACebus_cuscinus.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Mosmas"" title=""User:Mosmas"">Mosmas</a> / CC BY-SA 4.0"
Q1766583,Highveld golden mole,Amblysomus septentrionalis,Highveld golden mole,https://en.wikipedia.org/wiki/Highveld_golden_mole,,,,,,Near Threatened,48,https://upload.wikimedia.org/wikipedia/commons/0/01/Kleiner-igeltanrek-a.jpg,https://commons.wikimedia.org/wiki/File%3AKleiner-igeltanrek-a.jpg,CC BY-SA 2.0 de,"<a href=""https://de.wikipedia.org/wiki/User:Wilfried_Berns"" class=""extiw"" title=""de:User:Wilfried Berns"">Wilfried Berns</a> www.Tierdoku.com / CC BY-SA 2.0 de"
Q15083,giraffe,Giraffa camelopardalis,Northern giraffe,https://en.wikipedia.org/wiki/Northern_giraffe,54.5,,457.0,1.0,,Vulnerable,3319,https://upload.wikimedia.org/wikipedia/commons/c/c6/Rothschild%27s_giraffe_%28Giraffa_camelopardalis_rothschildi%29_-_Murchison_Falls_National_Park.jpg,https://commons.wikimedia.org/wiki/File%3ARothschild%27s_giraffe_%28Giraffa_camelopardalis_rothschildi%29_-_Murchison_Falls_National_Park.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Snowmanstudios"" class=""mw-redirect"" title=""User:Snowmanstudios"">Thomas Fuhrmann</a> / CC BY-SA 4.0"
Q302557,Isabelle's ghost bat,Diclidurus isabellus,Isabelle's ghost bat,https://en.wikipedia.org/wiki/Isabelle's_ghost_bat,,,,,,Least Concern,112,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q209291,Thylogale billardierii,Thylogale billardierii,Tasmanian pademelon,https://en.wikipedia.org/wiki/Tasmanian_pademelon,,,,,,Least Concern,2050,https://upload.wikimedia.org/wikipedia/commons/a/a8/Thylogale_billardierii.jpg,https://commons.wikimedia.org/wiki/File%3AThylogale_billardierii.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:JJ_Harrison"" title=""User:JJ Harrison"">JJ Harrison</a>(<a rel=""nofollow"" class=""external free"" href=""https://www.jjharrison.com.au/"">https://www.jjharrison.com.au/</a>) / CC BY-SA 3.0"
Q309101,Hipposideros abae,Hipposideros abae,Aba roundleaf bat,https://en.wikipedia.org/wiki/Aba_roundleaf_bat,,,,,,Least Concern,93,https://upload.wikimedia.org/wikipedia/commons/3/32/Aba_Roundleaf_Bat.gif,https://commons.wikimedia.org/wiki/File%3AAba_Roundleaf_Bat.gif,Public domain,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Deliriousofi&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Deliriousofi (page does not exist)"">Deliriousofi</a> / Public domain"
Q1768990,Yellow-rumped leaf-eared mouse,Phyllotis xanthopygus,Yellow-rumped leaf-eared mouse,https://en.wikipedia.org/wiki/Yellow-rumped_leaf-eared_mouse,,,,,,Least Concern,300,https://upload.wikimedia.org/wikipedia/commons/e/ee/Phyllotis_xanthopygus.jpg,https://commons.wikimedia.org/wiki/File%3APhyllotis_xanthopygus.jpg,Public domain,"Bell, Thomas; Darwin, Charles; Gould, Elizabeth; Gould, John; Owen, Richard; Waterhouse, G. R. / Public domain"
Q1074147,Chinese Noctule,Nyctalus plancyi,Chinese noctule,https://en.wikipedia.org/wiki/Chinese_noctule,,,,,,Least Concern,69,https://upload.wikimedia.org/wikipedia/commons/6/60/Nyctalus_plancyi_352123415.jpg,https://commons.wikimedia.org/wiki/File%3ANyctalus_plancyi_352123415.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/812007"">David Addis</a> / CC0"
Q2474147,Natalus mexicanus,Natalus mexicanus,Mexican greater funnel-eared bat,https://en.wikipedia.org/wiki/Mexican_greater_funnel-eared_bat,,,,,,Least Concern,41,https://upload.wikimedia.org/wikipedia/commons/6/68/Natalus_mexicanus_skull.jpg,https://commons.wikimedia.org/wiki/File%3ANatalus_mexicanus_skull.jpg,Public domain,"Gerrit Smith Miller, Jr. / Public domain"
Q306211,Kivu Long-haired Shrew,Crocidura lanosa,Kivu long-haired shrew,https://en.wikipedia.org/wiki/Kivu_long-haired_shrew,,,,,,Vulnerable,35,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q1763913,Lesser Large-headed Shrew,Paracrocidura schoutedeni,Lesser large-headed shrew,https://en.wikipedia.org/wiki/Lesser_large-headed_shrew,,,,,,Least Concern,44,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q302775,Callistomys pictus,Callistomys pictus,Painted tree-rat,https://en.wikipedia.org/wiki/Painted_tree-rat,,,,,,Endangered,177,https://upload.wikimedia.org/wikipedia/commons/8/81/Callystomis_pictus_1_-_CMARF-UESC_1230.png,https://commons.wikimedia.org/wiki/File%3ACallystomis_pictus_1_-_CMARF-UESC_1230.png,CC BY-SA 4.0,Elson Oliveira Rios / CC BY-SA 4.0
Q179154,gray whale,Eschrichtius robustus,Gray whale,https://en.wikipedia.org/wiki/Gray_whale,,,365.25,,,Least Concern,10093,https://upload.wikimedia.org/wikipedia/commons/0/00/Ballena_gris_adulta_con_su_ballenato.jpg,https://commons.wikimedia.org/wiki/File%3ABallena_gris_adulta_con_su_ballenato.jpg,CC BY 3.0,José Eugenio Gómez Rodríguez / CC BY 3.0
Q476930,Saimiri sciureus,Saimiri sciureus,Guianan squirrel monkey,https://en.wikipedia.org/wiki/Guianan_squirrel_monkey,,,162.0,,,Least Concern,536,https://upload.wikimedia.org/wikipedia/commons/f/fa/Common_squirrel_monkey_Saimiri_sciureus_%C3%AElet_la_M%C3%A8re_French_Guiana_2013.jpg,https://commons.wikimedia.org/wiki/File%3ACommon_squirrel_monkey_Saimiri_sciureus_%C3%AElet_la_M%C3%A8re_French_Guiana_2013.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Cayambe"" title=""User:Cayambe"">Cayambe</a> / CC BY-SA 3.0"
Q9046724,Murina recondita,Murina recondita,Hidden tube-nosed bat,https://en.wikipedia.org/wiki/Hidden_tube-nosed_bat,,,,,,Least Concern,19,https://upload.wikimedia.org/wikipedia/commons/9/9b/Murina_recondita.jpg,https://commons.wikimedia.org/wiki/File%3AMurina_recondita.jpg,CC BY 4.0,Cheng-Tao Lin / CC BY 4.0
Q1830393,Davis's round-eared bat,Lophostoma evotis,Davis's round-eared bat,https://en.wikipedia.org/wiki/Davis's_round-eared_bat,,,,,,Least Concern,57,https://upload.wikimedia.org/wikipedia/commons/c/c6/Lophostoma_evotis_279746639.jpg,https://commons.wikimedia.org/wiki/File%3ALophostoma_evotis_279746639.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/2321639"">Giovana A. Valencia</a> / CC BY 4.0"
Q2104495,Rhinolophus robinsoni,Rhinolophus robinsoni,Peninsular horseshoe bat,https://en.wikipedia.org/wiki/Peninsular_horseshoe_bat,,,,,,Near Threatened,35,https://upload.wikimedia.org/wikipedia/commons/6/67/Rhinolophus_robinsoni.jpg,https://commons.wikimedia.org/wiki/File%3ARhinolophus_robinsoni.jpg,CC BY 4.0,"Unknown author<span style=""display: none;"">Unknown author</span> / CC BY 4.0"
Q769484,New Georgian Monkey-faced Bat,Pteralopex taki,New Georgian monkey-faced bat,https://en.wikipedia.org/wiki/New_Georgian_monkey-faced_bat,,,,,,Vulnerable,75,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q1763478,Big-eared Woodrat,Neotoma macrotis,Big-eared woodrat,https://en.wikipedia.org/wiki/Big-eared_woodrat,,,,,,Least Concern,192,https://upload.wikimedia.org/wikipedia/commons/a/a7/Neotoma_macrotis.jpg,https://commons.wikimedia.org/wiki/File%3ANeotoma_macrotis.jpg,CC BY 4.0,Zack Abbey / CC BY 4.0
Q1762015,Halmahera blossom bat,Syconycteris carolinae,Halmahera blossom bat,https://en.wikipedia.org/wiki/Halmahera_blossom_bat,,,,,,Near Threatened,36,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q581371,Madras treeshrew,Anathana ellioti,Madras treeshrew,https://en.wikipedia.org/wiki/Madras_treeshrew,,,50.0,,,Least Concern,186,https://upload.wikimedia.org/wikipedia/commons/0/09/The_Madras_treeshrew_%28Anathana_ellioti%29_by_Davidraju_img7.jpg,https://commons.wikimedia.org/wiki/File%3AThe_Madras_treeshrew_%28Anathana_ellioti%29_by_Davidraju_img7.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Davidvraju"" title=""User:Davidvraju"">David V. Raju</a> / CC BY-SA 4.0"
Q934487,Conepatus leuconotus,Conepatus leuconotus,American hog-nosed skunk,https://en.wikipedia.org/wiki/American_hog-nosed_skunk,,,,,,Least Concern,1284,https://upload.wikimedia.org/wikipedia/commons/d/db/Hog-nosed-skunk.png,https://commons.wikimedia.org/wiki/File%3AHog-nosed-skunk.png,Public domain,"<a href=""https://en.wikipedia.org/wiki/Louis_Agassiz_Fuertes"" class=""extiw"" title=""en:Louis Agassiz Fuertes"">en:Louis Agassiz Fuertes</a>. / Public domain"
Q674003,Pampas deer,Ozotoceros bezoarticus,Pampas deer,https://en.wikipedia.org/wiki/Pampas_deer,,,221.0,,,Near Threatened,1222,https://upload.wikimedia.org/wikipedia/commons/b/b8/O._bezoarticus_buck.jpg,https://commons.wikimedia.org/wiki/File%3AO._bezoarticus_buck.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/fabiorage/"">Fabio Rage</a> / CC BY 2.0"
Q220271,South American tapir,Tapirus terrestris,South American tapir,https://en.wikipedia.org/wiki/South_American_tapir,200.0,,398.0,1.0,,Vulnerable,4980,https://upload.wikimedia.org/wikipedia/commons/3/36/South_American_tapir_%28Tapirus_terrestris%29.JPG,https://commons.wikimedia.org/wiki/File%3ASouth_American_tapir_%28Tapirus_terrestris%29.JPG,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q430619,chinkara,Gazella bennettii,Chinkara,https://en.wikipedia.org/wiki/Chinkara,,,,,,Least Concern,3765,https://upload.wikimedia.org/wikipedia/commons/d/d6/Chinkara_-_Shreeram_M_V_-_Bikaner.jpg,https://commons.wikimedia.org/wiki/File%3AChinkara_-_Shreeram_M_V_-_Bikaner.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mvshreeram&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mvshreeram (page does not exist)"">Mvshreeram</a> / CC BY-SA 4.0"
Q209582,Brush-tailed rock-wallaby,Petrogale penicillata,Brush-tailed rock-wallaby,https://en.wikipedia.org/wiki/Brush-tailed_rock-wallaby,,,,,,Vulnerable,826,https://upload.wikimedia.org/wikipedia/commons/9/90/Petrogale_penicillata_6.jpg,https://commons.wikimedia.org/wiki/File%3APetrogale_penicillata_6.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/37103729@N02"">Doug Beckers</a> from Killcare Heights, Australia / CC BY-SA 2.0"
Q28173098,Phataginus tetradactyla,Phataginus tetradactyla,Long-tailed pangolin,https://en.wikipedia.org/wiki/Long-tailed_pangolin,,,,,,Vulnerable,1159,https://upload.wikimedia.org/wikipedia/commons/c/c3/Manis_tetradactyla_%2829645778336%29.jpg,https://commons.wikimedia.org/wiki/File%3AManis_tetradactyla_%2829645778336%29.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/50838842@N06"">U.S. Fish and Wildlife Service Headquarters</a> / CC BY 2.0"
Q1832485,White-bellied Big-eared Bat,Micronycteris minuta,White-bellied big-eared bat,https://en.wikipedia.org/wiki/White-bellied_big-eared_bat,,,,,,Least Concern,54,https://upload.wikimedia.org/wikipedia/commons/0/04/Micronycteris_minuta.jpg,https://commons.wikimedia.org/wiki/File%3AMicronycteris_minuta.jpg,CC BY 4.0,"Unknown author<span style=""display: none;"">Unknown author</span> / CC BY 4.0"
Q3856978,Talazac's shrew tenrec,Microgale talazaci,Talazac's shrew tenrec,https://en.wikipedia.org/wiki/Talazac's_shrew_tenrec,,,60.0,,,Least Concern,80,https://upload.wikimedia.org/wikipedia/commons/0/01/Kleiner-igeltanrek-a.jpg,https://commons.wikimedia.org/wiki/File%3AKleiner-igeltanrek-a.jpg,CC BY-SA 2.0 de,"<a href=""https://de.wikipedia.org/wiki/User:Wilfried_Berns"" class=""extiw"" title=""de:User:Wilfried Berns"">Wilfried Berns</a> www.Tierdoku.com / CC BY-SA 2.0 de"
Q1831974,Forest pipistrelle,Pipistrellus adamsi,Forest pipistrelle,https://en.wikipedia.org/wiki/Forest_pipistrelle,,,,,,Least Concern,60,https://upload.wikimedia.org/wikipedia/commons/5/59/Pipistrellus_flight2.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_flight2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barracuda1983&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barracuda1983 (page does not exist)"">Barracuda1983</a> / CC BY-SA 3.0"
Q747627,Dibatag,Ammodorcas clarkei,Dibatag,https://en.wikipedia.org/wiki/Dibatag,,,197.84375,,,Vulnerable,3524,https://upload.wikimedia.org/wikipedia/commons/4/45/Ammodorcas_clarkei_The_book_of_antelopes_%281894%29.jpg,https://commons.wikimedia.org/wiki/File%3AAmmodorcas_clarkei_The_book_of_antelopes_%281894%29.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Joseph_Smit"" class=""extiw"" title=""w:en:Joseph Smit""><span title=""Dutch natural history illustrator (1836-1929)"">Joseph Smit</span></a></bdi> / Public domain"
Q755744,yellow-backed duiker,Cephalophus silvicultor,Yellow-backed duiker,https://en.wikipedia.org/wiki/Yellow-backed_duiker,,,,,,Near Threatened,792,https://upload.wikimedia.org/wikipedia/commons/4/47/Cephalophus_sylvicultor_sylvicultor2.jpg,https://commons.wikimedia.org/wiki/File%3ACephalophus_sylvicultor_sylvicultor2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Raul654"" title=""User:Raul654"">Raul654</a> / CC BY-SA 3.0"
Q195015,Cinderella fat-tailed mouse opossum,Thylamys cinderella,Cinderella fat-tailed mouse opossum,https://en.wikipedia.org/wiki/Cinderella_fat-tailed_mouse_opossum,,,,,,Least Concern,94,https://upload.wikimedia.org/wikipedia/commons/a/a1/Kangaroo_%28PSF%29.png,https://commons.wikimedia.org/wiki/File%3AKangaroo_%28PSF%29.png,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q1073474,Noctilio leporinus,Noctilio leporinus,Greater bulldog bat,https://en.wikipedia.org/wiki/Greater_bulldog_bat,,,,1.0,,Least Concern,986,https://upload.wikimedia.org/wikipedia/commons/3/3c/Captive_Noctilio_leporinus.jpg,https://commons.wikimedia.org/wiki/File%3ACaptive_Noctilio_leporinus.jpg,CC BY 3.0 us,"Susan Ellis, Bugwood.org / CC BY 3.0 us"
Q21727467,Callospermophilus madrensis,Callospermophilus madrensis,Sierra Madre ground squirrel,https://en.wikipedia.org/wiki/Sierra_Madre_ground_squirrel,,,,,,Near Threatened,73,https://upload.wikimedia.org/wikipedia/commons/2/2f/Callospermophilus_madrensis2.jpg,https://commons.wikimedia.org/wiki/File%3ACallospermophilus_madrensis2.jpg,CC BY-SA 2.0,"<ul><li><a href=""//commons.wikimedia.org/wiki/File:Callospermophilus_madrensis.jpg"" title=""File:Callospermophilus madrensis.jpg"">Callospermophilus_madrensis.jpg</a>: <a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/49561496@N04"">Juan Cruzado</a></li>
<li>derivative work: <a href=""//commons.wikimedia.org/wiki/User:Jacek555"" title=""User:Jacek555"">Jacek555</a></li></ul> / CC BY-SA 2.0"
Q630368,Pteropus ocularis,Pteropus ocularis,Seram flying fox,https://en.wikipedia.org/wiki/Seram_flying_fox,,,,,,Vulnerable,53,https://upload.wikimedia.org/wikipedia/commons/8/8a/Pteropus_ocularis_illustration.jpg,https://commons.wikimedia.org/wiki/File%3APteropus_ocularis_illustration.jpg,Public domain,"Matschie, Paul. / Public domain"
Q1765049,Mauritanian Shrew,Crocidura lusitania,Mauritanian shrew,https://en.wikipedia.org/wiki/Mauritanian_shrew,,,,,,Least Concern,71,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q913350,Glaucomys volans,Glaucomys volans,Southern flying squirrel,https://en.wikipedia.org/wiki/Southern_flying_squirrel,0.066,,40.0,3.5,,Least Concern,4230,https://upload.wikimedia.org/wikipedia/commons/8/83/Southern_Flying_Squirrel_-_Glaucomys_volans%2C_Arlington%2C_Virginia%2C_December_22%2C_2020_%2853406816432%29.jpg,https://commons.wikimedia.org/wiki/File%3ASouthern_Flying_Squirrel_-_Glaucomys_volans%2C_Arlington%2C_Virginia%2C_December_22%2C_2020_%2853406816432%29.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/52450054@N04"">Judy Gallagher</a> / CC BY 2.0"
Q1760974,Ceylon spiny mouse,Mus fernandoni,Ceylon spiny mouse,https://en.wikipedia.org/wiki/Ceylon_spiny_mouse,,,,,,Endangered,96,https://upload.wikimedia.org/wikipedia/commons/8/8f/Mouse_white_background.jpg,https://commons.wikimedia.org/wiki/File%3AMouse_white_background.jpg,Public domain,"Unknown author<span style=""display: none;"">Unknown author</span> (original) / <a href=""//commons.wikimedia.org/wiki/User:Ilmari_Karonen"" title=""User:Ilmari Karonen"">Ilmari Karonen</a> (editing) / Public domain"
Q1769870,Guayaquil squirrel,Sciurus stramineus,Guayaquil squirrel,https://en.wikipedia.org/wiki/Guayaquil_squirrel,,,,,,Least Concern,260,https://upload.wikimedia.org/wikipedia/commons/e/e8/Sciurus_stramineus_189151313_%28crop%29.jpeg,https://commons.wikimedia.org/wiki/File%3ASciurus_stramineus_189151313_%28crop%29.jpeg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/645653"">thibaudaronson</a> / CC BY-SA 4.0"
